symbol,assets,open,high,low,ltP,chn,per,qty,trdVal,nav,wkhi,wklo,prevClose,stockIndClosePrice,perChange365d,perChange30d,date365dAgo,date30dAgo,ypc,xdt,cact,mpc,nearWKH,nearWKL,chartTodayPath,chart30dPath,chart365dPath,meta
SBIETFQLTY,Nifty 200 Quality 30 Index,226.01,228.15,224.49,225.89,-1.03,-0.45,1295,291880.05,227.743,257.15,191.5,226.92,0,-8.58,2.39,20-Sep-2024,22-Aug-2025,-9.542687810347594,-,-,1.0693512304250499,12.156328990861363,-17.958224543080934,https://nsearchives.nseindia.com/today/SBIETFQLTYEQN.svg,https://nsearchives.nseindia.com/30d/SBIETFQLTY-EQ.svg,https://nsearchives.nseindia.com/365d/SBIETFQLTY-EQ.svg,"{'symbol': 'SBIETFQLTY', 'companyName': 'SBI Mutual Fund - SBI - ETF Quality - SBI-ETF Quality', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1WX6', 'slb_isin': 'INF200KA1WX6', 'listingDate': '2018-12-17', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MOREALTY,Motilal Oswal Nifty Realty ETF,92.42,92.96,90.53,91.55,-0.42,-0.46,250667,22900937.12,88.4228,113.8,77,91.97,0,-15.82,0.91,20-Sep-2024,22-Aug-2025,-18.80266075388027,-,-,-0.20710704163941326,19.551845342706503,-18.89610389610389,https://nsearchives.nseindia.com/today/MOREALTYEQN.svg,https://nsearchives.nseindia.com/30d/MOREALTY-EQ.svg,https://nsearchives.nseindia.com/365d/MOREALTY-EQ.svg,"{'symbol': 'MOREALTY', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Realty ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01CI4', 'slb_isin': 'INF247L01CI4', 'listingDate': '2024-03-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
GROWWNXT50,Index,69,71.46,69,69.88,-0.33,-0.47,27203,1902577.82,67.9863,71.46,64,70.21,0,0,0,,,Infinity,-,-,Infinity,2.211027148054854,-9.187499999999993,https://nsearchives.nseindia.com/today/GROWWNXT50EQN.svg,https://nsearchives.nseindia.com/30d/GROWWNXT50-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWNXT50-EQ.svg,"{'symbol': 'GROWWNXT50', 'companyName': 'Groww Mutual Fund - Groww Nifty Next 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01LZ8', 'listingDate': '2025-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SML100CASE,Nifty Smallcap 100 Index,10.62,10.62,10.22,10.26,-0.05,-0.48,201333,2065676.58,,11,10.13,10.31,0,0,0,,,Infinity,-,-,Infinity,6.72727272727273,-1.2833168805528035,https://nsearchives.nseindia.com/today/SML100CASEEQN.svg,https://nsearchives.nseindia.com/30d/SML100CASE-EQ.svg,https://nsearchives.nseindia.com/365d/SML100CASE-EQ.svg,"{'symbol': 'SML100CASE', 'companyName': 'Zerodha Fund House - Zerodha Nifty Smallcap 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF0R8F01141', 'listingDate': '2025-09-12', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
HDFCNIFIT,HDFC NIFTY IT ETF,37.67,37.68,36.79,37.05,-0.18,-0.48,344594,12722410.48,37.7266,47.74,32.24,37.23,0,-14.3,0.22,20-Sep-2024,22-Aug-2025,-14.25595926868781,02-FEB-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 299.92/- PER SHARE TO RS 29.992/- PER SHARE,-2.67927501970056,22.392124005027238,-14.919354838709662,https://nsearchives.nseindia.com/today/HDFCNIFITEQN.svg,https://nsearchives.nseindia.com/30d/HDFCNIFIT-EQ.svg,https://nsearchives.nseindia.com/365d/HDFCNIFIT-EQ.svg,"{'symbol': 'HDFCNIFIT', 'companyName': 'HDFC Mutual Fund - HDFC NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF179KC1IA8', 'slb_isin': 'INF179KC1IA8', 'listingDate': '2022-11-22', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
GROWWRAIL,Nifty India Railways PSU Index,36.39,36.39,35.63,35.91,-0.18,-0.50,390054,13971734.28,34.9701,43.66,28.72,36.09,0,0,3.95,,22-Aug-2025,Infinity,-,-,3.8761932311252423,17.750801649106734,-25.03481894150417,https://nsearchives.nseindia.com/today/GROWWRAILEQN.svg,https://nsearchives.nseindia.com/30d/GROWWRAIL-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWRAIL-EQ.svg,"{'symbol': 'GROWWRAIL', 'companyName': 'Groww Mutual Fund - Groww Nifty India Railways PSU ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01JJ6', 'listingDate': '2025-02-07', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,27.72,27.86,27.45,27.57,-0.14,-0.51,301715,8309231.1,27.5803,32.67,24,27.71,0,-12.34,1.06,20-Sep-2024,22-Aug-2025,-13.735919899874846,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,0.547045951859951,15.610651974288341,-14.875,https://nsearchives.nseindia.com/today/ALPL30IETFEQN.svg,https://nsearchives.nseindia.com/30d/ALPL30IETF-EQ.svg,https://nsearchives.nseindia.com/365d/ALPL30IETF-EQ.svg,"{'symbol': 'ALPL30IETF', 'companyName': 'ICICI Prudential Nifty Alpha Low Volatility 30 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC17V7', 'slb_isin': 'INF109KC17V7', 'listingDate': '2020-08-18', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
SBIETFCON,Nifty India Consumption Index,128.43,129.68,127.22,127.77,-0.66,-0.51,10143,1293841.08,127.6828,136,101.64,128.43,0,-1.74,2.19,20-Sep-2024,22-Aug-2025,-3.562533021360112,-,-,1.5014299332697814,6.051470588235297,-25.70838252656434,https://nsearchives.nseindia.com/today/SBIETFCONEQN.svg,https://nsearchives.nseindia.com/30d/SBIETFCON-EQ.svg,https://nsearchives.nseindia.com/365d/SBIETFCON-EQ.svg,"{'symbol': 'SBIETFCON', 'companyName': 'SBI Mutual Fund - SBI ETF Consumption', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF200KA1X17', 'slb_isin': 'INF200KA1X17', 'listingDate': '2021-07-29', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
NIF100IETF,Nifty 100,28.84,28.95,28.68,28.68,-0.15,-0.52,57029,1640724.33,28.4866,32.7,23.85,28.83,0,-2.44,1.62,20-Sep-2024,22-Aug-2025,-3.855179349648001,10-MAY-24,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,0.7376185458377269,12.293577981651385,-20.251572327044016,https://nsearchives.nseindia.com/today/NIF100IETFEQN.svg,https://nsearchives.nseindia.com/30d/NIF100IETF-EQ.svg,https://nsearchives.nseindia.com/365d/NIF100IETF-EQ.svg,"{'symbol': 'NIF100IETF', 'companyName': 'ICICI Prudential Nifty 100 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF109KC16V9', 'slb_isin': 'INF109KC16V9', 'listingDate': '2013-08-26', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
TECH,Nifty IT TRI Index,38.48,39.08,37.55,37.65,-0.2,-0.53,50861,1919494.14,38.3522,49.77,33.41,37.85,0,-14.19,0.48,20-Sep-2024,22-Aug-2025,-14.256433614210883,-,-,-2.4358642135268327,24.352019288728158,-12.69081113439091,https://nsearchives.nseindia.com/today/TECHEQN.svg,https://nsearchives.nseindia.com/30d/TECH-EQ.svg,https://nsearchives.nseindia.com/365d/TECH-EQ.svg,"{'symbol': 'TECH', 'companyName': 'Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB11D8', 'slb_isin': 'INF209KB11D8', 'listingDate': '2021-11-03', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
ITBEES,Nifty IT TRI,38.95,38.98,38.43,38.57,-0.21,-0.54,13024404,502221018.24,39.2667,49.76,33.63,38.78,0,-13.98,0.15,20-Sep-2024,22-Aug-2025,-14.174454828660432,-,-,-2.4532119372787022,22.487942122186492,-14.689265536723155,https://nsearchives.nseindia.com/today/ITBEESEQN.svg,https://nsearchives.nseindia.com/30d/ITBEES-EQ.svg,https://nsearchives.nseindia.com/365d/ITBEES-EQ.svg,"{'symbol': 'ITBEES', 'companyName': 'Nippon India Mutual Fund - Nippon India ETF Nifty IT', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB15V2', 'slb_isin': 'INF204KB15V2', 'listingDate': '2020-07-01', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
INTERNET,Equity Index,15,15,14.58,14.63,-0.08,-0.54,78303,1147138.95,14.5177,16.12,13.3,14.71,0,0,0.75,,22-Aug-2025,Infinity,-,-,-0.1365187713310551,9.24317617866005,-10,https://nsearchives.nseindia.com/today/INTERNETEQN.svg,https://nsearchives.nseindia.com/30d/INTERNET-EQ.svg,https://nsearchives.nseindia.com/365d/INTERNET-EQ.svg,"{'symbol': 'INTERNET', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty India Internet ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01PB6', 'listingDate': '2025-07-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MODEFENCE,Nifty India Defence Total Return Index,92.71,92.71,89.2,89.96,-0.49,-0.54,5337801,478373725.62,84.5855,102,55.21,90.45,0,23.85,6.64,20-Sep-2024,22-Aug-2025,22.145281737949745,-,-,6.335697399527187,11.803921568627457,-62.94149610577792,https://nsearchives.nseindia.com/today/MODEFENCEEQN.svg,https://nsearchives.nseindia.com/30d/MODEFENCE-EQ.svg,https://nsearchives.nseindia.com/365d/MODEFENCE-EQ.svg,"{'symbol': 'MODEFENCE', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty India Defence ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01DJ0', 'slb_isin': 'INF247L01DJ0', 'listingDate': '2024-08-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
ABSLNN50ET,Nifty Next 50,73.08,73.78,72.41,72.66,-0.41,-0.56,7902,576371.88,71.0672,82.05,58.37,73.07,0,-6.4,3.59,20-Sep-2024,22-Aug-2025,-8.396369137670193,25-NOV-21, FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RE 1/- PER SHARE,2.786815674069881,11.444241316270567,-24.48175432585232,https://nsearchives.nseindia.com/today/ABSLNN50ETEQN.svg,https://nsearchives.nseindia.com/30d/ABSLNN50ET-EQ.svg,https://nsearchives.nseindia.com/365d/ABSLNN50ET-EQ.svg,"{'symbol': 'ABSLNN50ET', 'companyName': 'Aditya Birla Sun Life Nifty Next 50 ETF', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF209KB16D7', 'slb_isin': 'INF209KB16D7', 'listingDate': '2018-12-21', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MOALPHA50,Nifty Alpha 50 Total Return Index,52.97,52.97,51.16,51.43,-0.29,-0.56,7158,367849.62,50.9477,54.38,46.05,51.72,0,0,0.82,,22-Aug-2025,Infinity,-,-,0.09731413001167216,5.42478852519309,-11.682953311617812,https://nsearchives.nseindia.com/today/MOALPHA50EQN.svg,https://nsearchives.nseindia.com/30d/MOALPHA50-EQ.svg,https://nsearchives.nseindia.com/365d/MOALPHA50-EQ.svg,"{'symbol': 'MOALPHA50', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal Nifty Alpha 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01FR8', 'listingDate': '2025-07-10', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,45.96,45.98,45.1,45.33,-0.26,-0.57,69395,3148451.15,45.3357,47.57,37.93,45.59,0,2.38,0.57,20-Sep-2024,22-Aug-2025,1.1830357142857169,-,-,0,4.708850115619092,-19.509622989717897,https://nsearchives.nseindia.com/today/MOHEALTHEQN.svg,https://nsearchives.nseindia.com/30d/MOHEALTH-EQ.svg,https://nsearchives.nseindia.com/365d/MOHEALTH-EQ.svg,"{'symbol': 'MOHEALTH', 'companyName': 'Motilal Oswal Mutual Fund - Motilal Oswal S&P BSE Healthcare ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF247L01BB1', 'slb_isin': 'INF247L01BB1', 'listingDate': '2022-08-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,10.57,10.58,10.4,10.49,-0.06,-0.57,101178,1059333.66,10.3589,12,9.11,10.55,0,0,0.57,,22-Aug-2025,Infinity,-,-,0,12.58333333333333,-15.148188803512634,https://nsearchives.nseindia.com/today/GROWWMOM50EQN.svg,https://nsearchives.nseindia.com/30d/GROWWMOM50-EQ.svg,https://nsearchives.nseindia.com/365d/GROWWMOM50-EQ.svg,"{'symbol': 'GROWWMOM50', 'companyName': 'Groww Mutual Fund - Groww Nifty 500 Momentum 50 ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF666M01KJ4', 'listingDate': '2025-04-24', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
IT,NIFTY IT Index,38.99,39.09,38.26,38.42,-0.22,-0.57,635945,24452085.25,39.0938,49.5,32.55,38.64,0,-13.96,0.08,20-Sep-2024,22-Aug-2025,-14.24107142857142,-,-,-2.8571428571428457,22.38383838383838,-18.033794162826435,https://nsearchives.nseindia.com/today/ITEQN.svg,https://nsearchives.nseindia.com/30d/IT-EQ.svg,https://nsearchives.nseindia.com/365d/IT-EQ.svg,"{'symbol': 'IT', 'companyName': 'Kotak Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1GC5', 'slb_isin': 'INF174KA1GC5', 'listingDate': '2021-03-05', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
ITETF,Mirae Asset Nifty IT ETF,37.1,37.25,36.55,36.7,-0.21,-0.57,1916835,70328676.15,37.3973,48.05,31.7,36.91,0,-15.31,0.19,20-Sep-2024,22-Aug-2025,-14.252336448598118,-,-,-2.4714323677916545,23.621227887617056,-15.772870662460578,https://nsearchives.nseindia.com/today/ITETFEQN.svg,https://nsearchives.nseindia.com/30d/ITETF-EQ.svg,https://nsearchives.nseindia.com/365d/ITETF-EQ.svg,"{'symbol': 'ITETF', 'companyName': 'Mirae Asset Mutual Fund - Mirae Asset Nifty IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF769K01KV5', 'slb_isin': 'INF769K01KV5', 'listingDate': '2023-10-27', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
NIFTY100EW,Nifty 100 Equal Weight Index,34.12,34.12,33.75,33.92,-0.2,-0.59,14455,489301.75,33.255,34.58,24.25,34.12,0,0,3.11,,22-Aug-2025,Infinity,-,-,1.0425975573428699,1.9086176980913725,-39.87628865979382,https://nsearchives.nseindia.com/today/NIFTY100EWEQN.svg,https://nsearchives.nseindia.com/30d/NIFTY100EW-EQ.svg,https://nsearchives.nseindia.com/365d/NIFTY100EW-EQ.svg,"{'symbol': 'NIFTY100EW', 'companyName': 'Kotak Mahindra Mutual Fund - Kotak Nifty 100 Equal Weight ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1UW4', 'listingDate': '2025-03-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
TNIDETF,Nifty India Digital Index,95.03,95.69,93.77,94.45,-0.58,-0.61,47159,4449451.65,94.3492,104.78,76.95,95.03,0,-3.82,1.05,20-Sep-2024,22-Aug-2025,-4.912916540823513,-,-,-0.7982354794664331,9.85875167016606,-22.742040285899932,https://nsearchives.nseindia.com/today/TNIDETFEQN.svg,https://nsearchives.nseindia.com/30d/TNIDETF-EQ.svg,https://nsearchives.nseindia.com/365d/TNIDETF-EQ.svg,"{'symbol': 'TNIDETF', 'companyName': 'Tata Mutual Fund - Tata Nifty India Digital Exchange Traded Fund', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF277KA1364', 'slb_isin': 'INF277KA1364', 'listingDate': '2022-04-08', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
AXISTECETF,NIFTY IT Index,384.97,384.97,381.54,382.27,-2.4,-0.62,1419,543093.87,389.4338,498.96,341,384.67,0,-14.28,0.17,20-Sep-2024,22-Aug-2025,-14.356446734625301,-,-,-2.7179030410993783,23.386644219977555,-12.102639296187679,https://nsearchives.nseindia.com/today/AXISTECETFEQN.svg,https://nsearchives.nseindia.com/30d/AXISTECETF-EQ.svg,https://nsearchives.nseindia.com/365d/AXISTECETF-EQ.svg,"{'symbol': 'AXISTECETF', 'companyName': 'AXIS MUTUAL FUND - AXIS NIFTY IT ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF846K01Y96', 'slb_isin': 'INF846K01Y96', 'listingDate': '2021-03-31', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
MID150BEES,Nifty Midcap 150 TRI,226.4,226.4,222.57,223.3,-1.39,-0.62,1790854,399521618.86,221.5158,235.65,179,224.69,0,-1.57,1.51,20-Sep-2024,22-Aug-2025,-3.0100334448160444,-,-,1.0041613895422465,5.240823254827072,-24.748603351955314,https://nsearchives.nseindia.com/today/MID150BEESEQN.svg,https://nsearchives.nseindia.com/30d/MID150BEES-EQ.svg,https://nsearchives.nseindia.com/365d/MID150BEES-EQ.svg,"{'symbol': 'MID150BEES', 'companyName': 'NIPPON INDIA ETF NIFTY MIDCAP 150', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': True, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF204KB1V68', 'slb_isin': 'INF204KB1V68', 'listingDate': '2019-02-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
CONS,Kotak Nifty India Consumption ETF,128.1,128.5,126.23,127.1,-0.81,-0.63,11786,1492461.18,127.0443,155.7,102.46,127.91,0,-1.46,2.52,20-Sep-2024,22-Aug-2025,-3.470798207640308,-,-,1.6393442622950798,18.368657675016056,-24.0484091352723,https://nsearchives.nseindia.com/today/CONSEQN.svg,https://nsearchives.nseindia.com/30d/CONS-EQ.svg,https://nsearchives.nseindia.com/365d/CONS-EQ.svg,"{'symbol': 'CONS', 'companyName': 'Kotak Nifty India Consumption ETF', 'industry': 'Mutual Fund Scheme', 'activeSeries': ['EQ'], 'debtSeries': [], 'isFNOSec': False, 'isCASec': False, 'isSLBSec': False, 'isDebtSec': False, 'isSuspended': False, 'tempSuspendedSeries': [], 'isETFSec': True, 'isDelisted': False, 'isin': 'INF174KA1JE5', 'listingDate': '2022-08-04', 'isMunicipalBond': False, 'isHybridSymbol': False, 'quotepreopenstatus': {'equityTime': '23-Sep-2025 16:00:00', 'preOpenTime': '23-Sep-2025 09:07:05', 'QuotePreOpenFlag': False}}"
